rank,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales
1829,yoshi's cookie,nes,1992.0,puzzle,nintendo,0.41,0.06,0.63,0.02,1.12
1830,guitar hero 5,ps2,2009.0,misc,activision,0.28,0.3,0.0,0.54,1.12
1831,worldwide soccer manager 2008,pc,2007.0,sports,russel,0.0,1.12,0.0,0.0,1.12
1832,spider-man 2,xb,2004.0,action,activision,0.82,0.26,0.0,0.04,1.12
1833,counter-strike,xb,2003.0,shooter,microsoft game studios,0.85,0.23,0.0,0.04,1.11
1834,mad max (2015),ps4,2015.0,action,warner bros. interactive entertainment,0.32,0.58,0.04,0.17,1.11
1835,"transformers: the game (xbox 360, ps2, ps3, wii & pc versions)",ps2,2007.0,action,activision,0.63,0.37,0.0,0.11,1.11
1836,grid,ps3,2008.0,racing,codemasters,0.31,0.57,0.03,0.2,1.11
1837,guitar hero encore: rocks the 80s,ps2,2007.0,misc,redoctane,0.92,0.04,0.0,0.15,1.11
1838,sunset overdrive,xone,2014.0,shooter,microsoft game studios,0.62,0.4,0.0,0.08,1.11
1839,rock band,ps2,nan,misc,electronic arts,0.71,0.06,0.0,0.35,1.11
1840,tom clancy's splinter cell: chaos theory,xb,2005.0,action,ubisoft,0.68,0.38,0.0,0.05,1.11
1841,donkey kong jr.,nes,1983.0,platform,nintendo,0.33,0.07,0.7,0.01,1.11
1842,arc the lad,ps,1995.0,role-playing,sony computer entertainment,0.0,0.0,1.1,0.01,1.11
1843,nba jam tournament edition,gen,1994.0,sports,acclaim entertainment,0.95,0.14,0.0,0.03,1.11
1844,need for speed: prostreet,wii,2007.0,racing,electronic arts,0.54,0.46,0.0,0.12,1.11
1845,pikmin 3,wiiu,2013.0,strategy,nintendo,0.45,0.31,0.29,0.06,1.11
1846,legend of mana,ps,1999.0,role-playing,squaresoft,0.18,0.13,0.73,0.07,1.11
1847,lumines: puzzle fusion,psp,2004.0,puzzle,ubisoft,0.52,0.35,0.0,0.23,1.11
1848,toy story 3: the video game,ps3,2010.0,action,disney interactive studios,0.51,0.42,0.0,0.17,1.11
1849,guitar hero 5,ps3,2009.0,misc,activision,0.53,0.4,0.0,0.17,1.1
1850,megamania,2600,1981.0,shooter,activision,1.03,0.06,0.0,0.01,1.1
1851,medal of honor: airborne,x360,2007.0,shooter,electronic arts,0.45,0.53,0.01,0.12,1.1
1852,the legend of zelda: tri force heroes,3ds,2015.0,action,nintendo,0.52,0.33,0.17,0.08,1.1
1853,jungle hunt,2600,1982.0,platform,atari,1.03,0.06,0.0,0.01,1.1
1854,triple play 98,ps,1997.0,sports,electronic arts,0.61,0.42,0.0,0.07,1.1
1855,lego the lord of the rings,ps3,2012.0,action,warner bros. interactive entertainment,0.36,0.53,0.0,0.21,1.1
1856,petz dogz 2,ds,2007.0,simulation,ubisoft,0.47,0.52,0.0,0.12,1.1
1857,wwe smackdown vs. raw 2011,ps3,2010.0,fighting,thq,0.44,0.46,0.01,0.18,1.1
1858,yu-gi-oh! duel monsters ii: dark duel stories,gb,1999.0,strategy,konami digital entertainment,0.0,0.0,1.1,0.0,1.1
1859,lode runner,nes,1984.0,puzzle,hudson soft,0.0,0.0,1.1,0.0,1.1
1860,the final fantasy legend,gb,1989.0,role-playing,squaresoft,0.0,0.0,1.1,0.0,1.1
1861,famicom jump: eiyuu retsuden,nes,1989.0,role-playing,namco bandai games,0.0,0.0,1.1,0.0,1.1
1862,f-zero x,n64,1998.0,racing,nintendo,0.45,0.33,0.29,0.03,1.1
1863,popeye,nes,1983.0,platform,nintendo,0.51,0.12,0.45,0.02,1.1
1864,nerf n-strike,wii,2008.0,shooter,electronic arts,0.92,0.09,0.0,0.09,1.1
1865,nba live 2001,ps2,2001.0,sports,electronic arts,0.52,0.4,0.04,0.13,1.1
1866,singstar legends,ps2,2006.0,misc,sony computer entertainment,0.12,0.75,0.0,0.23,1.1
1867,singstar rocks!,ps2,2006.0,misc,sony computer entertainment,0.0,0.84,0.0,0.25,1.1
1868,tales of symphonia,gc,2003.0,role-playing,nintendo,0.54,0.21,0.31,0.04,1.1
1869,untold legends: brotherhood of the blade,psp,2005.0,role-playing,activision,0.54,0.33,0.01,0.22,1.1
1870,star ocean: the second story,ps,1998.0,role-playing,sony computer entertainment,0.26,0.1,0.72,0.02,1.1
1871,lightning returns: final fantasy xiii,ps3,2013.0,role-playing,square enix,0.31,0.22,0.45,0.12,1.1
1872,star wars: the force unleashed,psp,2008.0,action,lucasarts,0.43,0.41,0.0,0.25,1.09
1873,imagine: babysitters,ds,2008.0,simulation,ubisoft,0.63,0.36,0.0,0.1,1.09
1874,the simpsons game,psp,2007.0,action,electronic arts,0.24,0.55,0.0,0.31,1.09
1875,yakuza 2,ps2,2006.0,adventure,sega,0.05,0.04,0.84,0.16,1.09
1876,skate 2,x360,2009.0,sports,electronic arts,0.82,0.17,0.01,0.09,1.09
1877,dragon ball z: the legacy of goku ii,gba,2003.0,role-playing,atari,0.78,0.29,0.0,0.02,1.09
1878,virtua fighter 5,ps3,2007.0,fighting,sega,0.29,0.52,0.08,0.2,1.09
1879,nfl 2k1,dc,2000.0,sports,sega,1.02,0.05,0.0,0.02,1.09
1880,beatmania,ps,1998.0,simulation,konami digital entertainment,0.0,0.0,1.07,0.02,1.09
1881,namco museum battle collection,psp,2005.0,misc,sony computer entertainment,0.75,0.18,0.0,0.16,1.09
1882,lego star wars ii: the original trilogy,ds,2006.0,action,lucasarts,0.96,0.04,0.0,0.08,1.09
1883,madden nfl 2004,xb,2003.0,sports,electronic arts,1.02,0.02,0.0,0.05,1.09
1884,empire: total war,pc,2009.0,strategy,sega,0.01,0.97,0.0,0.11,1.09
1885,the godfather,ps2,2006.0,action,electronic arts,0.89,0.03,0.01,0.15,1.09
1886,tiger woods pga tour 10,wii,2009.0,sports,electronic arts,0.61,0.37,0.0,0.11,1.09
1887,star wars: bounty hunter,ps2,2002.0,shooter,lucasarts,0.53,0.42,0.0,0.14,1.09
1888,densha de go!,ps,1997.0,simulation,taito,0.0,0.0,1.02,0.07,1.09
1889,dante's inferno,ps3,2010.0,action,electronic arts,0.64,0.28,0.04,0.13,1.09
1890,sonic & sega all-stars racing,ds,2010.0,racing,sega,0.44,0.54,0.0,0.11,1.09
1891,skylanders giants,ps3,2012.0,action,activision,0.35,0.52,0.0,0.22,1.09
1892,endless ocean,wii,2007.0,adventure,nintendo,0.44,0.47,0.09,0.09,1.09
1893,nfl blitz 2000,ps,1998.0,sports,midway games,0.6,0.41,0.0,0.07,1.09
1894,sonic free riders,x360,2010.0,racing,sega,0.74,0.26,0.0,0.09,1.09
1895,nascar thunder 2004,ps2,2003.0,racing,electronic arts,0.53,0.41,0.0,0.14,1.08
1896,prince of persia,ps3,2008.0,action,ubisoft,0.47,0.41,0.03,0.18,1.08
1897,spongebob squarepants: revenge of the flying dutchman,ps2,2002.0,platform,thq,0.53,0.41,0.0,0.14,1.08
1898,grand theft auto v,pc,2015.0,action,take-two interactive,0.36,0.64,0.0,0.08,1.08
1899,the biggest loser,wii,2009.0,sports,thq,0.87,0.12,0.0,0.09,1.08
1900,fisherman's bass club,ps2,2002.0,sports,agetec,0.53,0.41,0.0,0.14,1.08
1901,mysims agents,ds,2009.0,adventure,electronic arts,0.55,0.43,0.0,0.11,1.08
1902,resident evil: the darkside chronicles,wii,2009.0,action,capcom,0.48,0.32,0.2,0.09,1.08
1903,ncaa football 13,x360,2012.0,action,electronic arts,1.02,0.0,0.0,0.06,1.08
1904,grand theft auto: chinatown wars,psp,2009.0,action,take-two interactive,0.28,0.5,0.03,0.28,1.08
1905,fifa soccer 11,wii,2010.0,sports,electronic arts,0.26,0.69,0.0,0.12,1.08
1906,the orange box,ps3,2007.0,shooter,electronic arts,0.28,0.59,0.0,0.22,1.08
1907,joust,2600,1982.0,platform,atari,1.01,0.06,0.0,0.01,1.08
1908,tomb raider: underworld,x360,2008.0,action,eidos interactive,0.53,0.43,0.01,0.11,1.08
1909,tom clancy's ghost recon 2,ps2,2004.0,shooter,ubisoft,0.64,0.34,0.0,0.1,1.08
1910,dirt 3,ps3,2011.0,racing,codemasters,0.27,0.59,0.01,0.21,1.08
1911,lego city undercover,wiiu,2013.0,platform,nintendo,0.47,0.4,0.13,0.08,1.08
1912,spore creatures,ds,2008.0,simulation,electronic arts,0.67,0.3,0.0,0.11,1.08
1913,ready 2 rumble boxing,ps,1998.0,sports,midway games,0.6,0.41,0.0,0.07,1.08
1914,dragon ball z: taiketsu,gba,2003.0,fighting,atari,0.77,0.29,0.0,0.02,1.08
1915,disney's lilo & stitch,gba,2002.0,platform,ubisoft,0.77,0.29,0.0,0.02,1.08
1916,star fox: assault,gc,2005.0,shooter,nintendo,0.68,0.18,0.19,0.03,1.08
1917,naruto: ultimate ninja storm,ps3,2008.0,fighting,namco bandai games,0.49,0.35,0.09,0.16,1.08
1918,marvel vs. capcom 3: fate of two worlds,x360,2011.0,fighting,capcom,0.79,0.18,0.03,0.07,1.08
1919,ncaa football 14,x360,2013.0,sports,electronic arts,1.01,0.0,0.0,0.06,1.07
1920,doko demo issyo,ps,1999.0,misc,sony computer entertainment,0.0,0.0,1.0,0.07,1.07
1921,call of duty 3,ps2,2006.0,shooter,activision,0.89,0.03,0.0,0.15,1.07
1922,imagine: fashion designer new york,ds,2008.0,simulation,ubisoft,0.65,0.32,0.0,0.1,1.07
1923,red dead redemption: undead nightmare,x360,2010.0,action,take-two interactive,0.57,0.39,0.02,0.09,1.07
1924,bully: scholarship edition,x360,2008.0,action,take-two interactive,0.53,0.4,0.03,0.11,1.07
1925,virtua fighter,sat,1994.0,fighting,sega,0.17,0.12,0.77,0.02,1.07
1926,championship manager 99/00,pc,1999.0,sports,eidos interactive,0.0,0.98,0.0,0.09,1.07
1927,wwe smackdown vs. raw 2010,ps2,2009.0,fighting,thq,0.53,0.01,0.0,0.54,1.07
1928,pro evolution soccer 2008,x360,2007.0,sports,konami digital entertainment,0.08,0.9,0.04,0.05,1.07
1929,super princess peach,ds,2005.0,platform,nintendo,0.72,0.06,0.21,0.07,1.07
1930,nhl 99,ps,1997.0,sports,electronic arts,0.59,0.4,0.0,0.07,1.07
1931,soulcalibur iii,ps2,2005.0,fighting,namco bandai games,0.74,0.15,0.13,0.05,1.07
1932,skylanders swap force,ps3,2013.0,platform,activision,0.43,0.44,0.0,0.2,1.07
1933,f1 2012,ps3,2012.0,racing,codemasters,0.12,0.64,0.05,0.25,1.07
1934,world tour soccer,psp,2005.0,sports,sony computer entertainment,0.1,0.63,0.0,0.34,1.07
1935,disney universe,wii,2011.0,action,disney interactive studios,0.67,0.3,0.0,0.1,1.07
1936,ridge racer revolution,ps,1995.0,racing,sony computer entertainment,0.17,0.12,0.71,0.07,1.07
1937,lego pirates of the caribbean: the video game,x360,2011.0,action,disney interactive studios,0.54,0.42,0.0,0.1,1.07
1938,hot wheels turbo racing,ps,1999.0,racing,electronic arts,0.59,0.4,0.0,0.07,1.07
1939,ncaa football 99,ps,1998.0,sports,electronic arts,0.59,0.4,0.0,0.07,1.06
1940,mortal kombat: armageddon,ps2,2006.0,fighting,midway games,0.88,0.04,0.0,0.14,1.06
1941,aliens vs predator,x360,2010.0,shooter,sega,0.55,0.4,0.0,0.11,1.06
1942,freekstyle,ps2,2002.0,racing,electronic arts,0.52,0.41,0.0,0.14,1.06
1943,junior brain trainer,ds,2008.0,misc,gsp,0.23,0.74,0.0,0.1,1.06
1944,darksiders,x360,2010.0,action,thq,0.67,0.29,0.01,0.1,1.06
1945,dirt,ps3,2007.0,racing,codemasters,0.16,0.67,0.0,0.23,1.06
1946,call of duty 4: modern warfare,ds,2007.0,shooter,activision,0.96,0.02,0.01,0.08,1.06
1947,simple 1500 series vol. 1: the mahjong,ps,1998.0,misc,d3publisher,0.0,0.0,0.99,0.07,1.06
1948,sega superstars tennis,wii,2008.0,sports,sega,0.28,0.65,0.0,0.13,1.06
1949,nba street v3,ps2,2005.0,sports,electronic arts,0.52,0.41,0.0,0.14,1.06
1950,sleeping dogs,ps3,2012.0,action,square enix,0.31,0.5,0.05,0.19,1.06
1951,mercenaries 2: world in flames,x360,2008.0,shooter,electronic arts,0.65,0.3,0.01,0.1,1.06
1952,worms armageddon,ps,1999.0,strategy,microprose,0.18,0.81,0.0,0.08,1.06
1953,hulk,ps2,2003.0,action,universal interactive,0.52,0.41,0.0,0.14,1.06
1954,lego indiana jones: the original adventures,ps3,2008.0,action,activision,0.44,0.44,0.0,0.18,1.06
1955,nfl blitz,n64,1998.0,sports,midway games,1.02,0.04,0.0,0.01,1.06
1956,nfl quarterback club 98,n64,1997.0,sports,acclaim entertainment,1.01,0.05,0.0,0.01,1.06
1957,dj hero,x360,2009.0,misc,activision,0.56,0.4,0.0,0.11,1.06
1958,dora the explorer: dora saves the mermaids,ds,2007.0,platform,take-two interactive,0.97,0.01,0.0,0.08,1.06
1959,diablo ii: lord of destruction,pc,2001.0,role-playing,vivendi games,1.03,0.02,0.0,0.0,1.06
1960,naruto shippuden: ultimate ninja storm 4,ps4,2016.0,fighting,namco bandai games,0.39,0.41,0.1,0.16,1.06
1961,spider-man 2,gba,2004.0,action,activision,0.76,0.28,0.0,0.02,1.06
1962,virtua tennis 3,ps3,2007.0,sports,sega,0.23,0.59,0.03,0.22,1.06
1963,seek and destroy,ps2,2002.0,racing,play it,0.52,0.4,0.0,0.14,1.06
1964,warhawk,ps3,2007.0,simulation,sony computer entertainment,0.49,0.39,0.0,0.17,1.06
1965,apollo justice: ace attorney,ds,2007.0,adventure,capcom,0.32,0.06,0.64,0.04,1.06
1966,assassin's creed: rogue,x360,2014.0,action,ubisoft,0.58,0.38,0.0,0.09,1.05
1967,cosmic ark,2600,1981.0,shooter,imagic,0.99,0.05,0.0,0.01,1.05
1968,socom: u.s. navy seals fireteam bravo 2,psp,2006.0,shooter,sony computer entertainment,0.81,0.11,0.0,0.13,1.05
1969,skylanders: trap team,wii,2014.0,action,activision,0.42,0.54,0.0,0.08,1.05
1970,aliens vs predator,ps3,2010.0,shooter,sega,0.41,0.47,0.0,0.18,1.05
1971,defender,2600,1980.0,misc,atari,0.99,0.05,0.0,0.01,1.05
1972,dance on broadway,wii,2010.0,misc,ubisoft,0.27,0.66,0.0,0.12,1.05
1973,adventure island,nes,1986.0,platform,hudson soft,0.0,0.0,1.05,0.0,1.05
1974,arc the lad ii,ps,1996.0,role-playing,sony computer entertainment,0.0,0.0,0.92,0.13,1.05
1975,tag team match m.u.s.c.l.e.,nes,1985.0,fighting,namco bandai games,0.0,0.0,1.05,0.0,1.05
1976,derby stallion 96,snes,1996.0,sports,ascii entertainment,0.0,0.0,1.04,0.01,1.05
1977,ufc undisputed 3,ps3,2012.0,action,thq,0.55,0.34,0.03,0.13,1.05
1978,nba 2k3,ps2,2002.0,sports,sega,0.51,0.4,0.0,0.13,1.05
1979,dragon ball: xenoverse,ps4,2015.0,fighting,namco bandai games,0.3,0.48,0.12,0.15,1.05
1980,the simpsons: road rage,xb,2001.0,racing,electronic arts,0.78,0.26,0.0,0.01,1.05
1981,dave mirra freestyle bmx,ps,2000.0,sports,acclaim entertainment,0.91,0.11,0.0,0.03,1.05
1982,imagine: animal doctor,ds,2007.0,simulation,ubisoft,0.45,0.49,0.0,0.11,1.05
1983,wwe smackdown vs. raw 2010,x360,2009.0,fighting,thq,0.56,0.38,0.01,0.11,1.05
1984,forza motorsport,xb,2005.0,racing,microsoft game studios,0.52,0.51,0.0,0.02,1.05
1985,sonic the hedgehog,x360,2006.0,platform,sega,0.44,0.49,0.0,0.11,1.05
1986,mysims agents,wii,2009.0,adventure,electronic arts,0.62,0.32,0.0,0.1,1.05
1987,monster rancher 2,ps,1998.0,simulation,sony computer entertainment,0.19,0.13,0.66,0.07,1.05
1988,pokemon conquest,ds,2012.0,role-playing,nintendo,0.58,0.06,0.37,0.04,1.05
1989,the simpsons game,x360,2007.0,action,electronic arts,0.54,0.4,0.0,0.11,1.05
1990,guinness world records: the videogame,wii,2008.0,action,warner bros. interactive entertainment,0.46,0.47,0.0,0.11,1.04
1991,mvp baseball 2003,ps2,2003.0,sports,electronic arts,0.51,0.4,0.0,0.13,1.04
1992,legacy of kain: soul reaver,ps,nan,action,eidos interactive,0.58,0.4,0.0,0.07,1.04
1993,dragon ball z: budokai tenkaichi 3,wii,2007.0,fighting,atari,0.33,0.37,0.26,0.09,1.04
1994,disney tangled,ds,2010.0,action,disney interactive studios,0.58,0.37,0.0,0.09,1.04
1995,tales of destiny,ps,1997.0,role-playing,namco bandai games,0.09,0.06,0.83,0.07,1.04
1996,atv: quad power racing,ps,2000.0,racing,acclaim entertainment,0.58,0.39,0.0,0.07,1.04
1997,disney fairies: tinker bell and the lost treasure,ds,2009.0,adventure,disney interactive studios,0.57,0.35,0.02,0.1,1.04
1998,mega man x4,ps,1996.0,action,virgin interactive,0.45,0.3,0.22,0.07,1.04
1999,naruto: clash of ninja 2,gc,2003.0,fighting,nintendo,0.44,0.12,0.45,0.03,1.04
2000,dance dance revolution supernova,ps2,2006.0,simulation,konami digital entertainment,0.87,0.03,0.0,0.14,1.04
2001,brink,x360,2011.0,shooter,bethesda softworks,0.59,0.35,0.01,0.09,1.04
2002,f-zero: maximum velocity,gba,2001.0,racing,nintendo,0.39,0.16,0.37,0.12,1.04
2003,bomberman 64,n64,1997.0,puzzle,hudson soft,0.5,0.2,0.31,0.03,1.04
2004,jeremy mcgrath supercross 98,ps,1998.0,racing,acclaim entertainment,0.91,0.1,0.0,0.03,1.04
2005,lego indiana jones 2: the adventure continues,x360,2009.0,action,activision,0.62,0.33,0.0,0.09,1.04
2006,project cars,ps4,2015.0,racing,slightly mad studios,0.17,0.69,0.02,0.15,1.04
2007,need for speed: most wanted,xb,2005.0,racing,electronic arts,0.53,0.46,0.0,0.05,1.04
2008,kirby: mass attack,ds,2011.0,platform,nintendo,0.52,0.06,0.41,0.05,1.04
2009,lego marvel super heroes,xone,2013.0,action,warner bros. interactive entertainment,0.61,0.34,0.0,0.09,1.04
2010,zhuzhu pets,ds,2010.0,simulation,activision,0.68,0.27,0.0,0.09,1.04
2011,tom clancy's ghost recon advanced warfighter 2,ps3,2007.0,shooter,ubisoft,0.34,0.48,0.02,0.19,1.04
2012,motorstorm: arctic edge,psp,2009.0,racing,sony computer entertainment,0.16,0.58,0.0,0.3,1.04
2013,wipeout pure,psp,2005.0,racing,sony computer entertainment,0.47,0.34,0.0,0.22,1.04
2014,ea sports ufc,ps4,2014.0,sports,electronic arts,0.46,0.4,0.01,0.17,1.04
2015,mx vs. atv unleashed,ps2,2005.0,racing,thq,0.86,0.03,0.0,0.14,1.03
2016,sonic unleashed,ps3,2008.0,platform,sega,0.56,0.33,0.01,0.14,1.03
2017,tiger woods pga tour 08,wii,2007.0,sports,electronic arts,0.94,0.02,0.0,0.08,1.03
2018,rayman origins,ps3,2011.0,platform,ubisoft,0.33,0.51,0.01,0.18,1.03
2019,epic mickey 2: the power of two,wii,2012.0,action,disney interactive studios,0.72,0.23,0.0,0.08,1.03
2020,ncaa march madness 2004,ps2,2003.0,sports,electronic arts,0.5,0.39,0.0,0.13,1.03
2021,donkey kong land iii,gb,nan,platform,nintendo,0.68,0.31,0.0,0.04,1.03
2022,bomberman,nes,1985.0,puzzle,hudson soft,0.18,0.0,0.85,0.0,1.03
2023,the simpsons game,wii,2007.0,action,electronic arts,0.45,0.47,0.0,0.11,1.03
2024,tomb raider,pc,1996.0,action,eidos interactive,0.96,0.07,0.0,0.0,1.03
2025,rock band 2,wii,2008.0,misc,mtv games,0.94,0.01,0.0,0.08,1.03
2026,street fighter alpha 3,ps,1998.0,fighting,virgin interactive,0.38,0.12,0.51,0.02,1.03
2027,bulletstorm,x360,2011.0,shooter,electronic arts,0.61,0.32,0.01,0.08,1.02
2028,fifa soccer 08,wii,2007.0,sports,electronic arts,0.32,0.59,0.01,0.11,1.02
2029,naruto: clash of ninja revolution,wii,2007.0,fighting,tomy corporation,0.45,0.46,0.0,0.11,1.02
2030,tom clancy's ghost recon advanced warfighter 2,x360,2007.0,shooter,ubisoft,0.87,0.05,0.02,0.08,1.02
2031,zombiu,wiiu,2012.0,action,ubisoft,0.53,0.36,0.05,0.08,1.02
2032,shrek 2,gc,2004.0,platform,activision,0.73,0.26,0.01,0.03,1.02
2033,petz: catz 2,ds,2007.0,simulation,ubisoft,0.51,0.4,0.0,0.11,1.02
2034,tales of graces f,ps3,2010.0,role-playing,namco bandai games,0.28,0.21,0.45,0.08,1.02
2035,final fight 2,snes,1993.0,action,capcom,0.39,0.12,0.49,0.02,1.02
2036,wall-e,wii,2008.0,platform,thq,0.51,0.4,0.0,0.11,1.02
2037,the lost world: jurassic park,ps,1997.0,action,electronic arts,0.57,0.39,0.0,0.07,1.02
2038,ace combat 6: fires of liberation,x360,2007.0,simulation,atari,0.69,0.04,0.22,0.06,1.02
2039,madden nfl 07,xb,2006.0,sports,electronic arts,0.97,0.03,0.0,0.03,1.02
2040,disney infinity 2.0: marvel super heroes,ps3,2014.0,action,disney interactive studios,0.44,0.4,0.0,0.17,1.02
2041,harry potter and the prisoner of azkaban,ps2,2004.0,action,electronic arts,0.5,0.39,0.0,0.13,1.02
2042,pong: the next level,ps,1998.0,puzzle,hasbro interactive,0.56,0.38,0.0,0.07,1.01
2043,bayonetta 2,wiiu,2014.0,action,nintendo,0.34,0.28,0.1,0.3,1.01
2044,prince of persia,x360,2008.0,action,ubisoft,0.54,0.35,0.02,0.1,1.01
2045,god of war: ghost of sparta,psp,2010.0,action,sony computer entertainment,0.41,0.36,0.03,0.21,1.01
2046,sonic generations,3ds,2011.0,platform,sega,0.44,0.46,0.01,0.09,1.01
2047,ninja gaiden ii,x360,2008.0,action,tecmo koei,0.65,0.22,0.05,0.1,1.01
2048,nba jam tournament edition,snes,1995.0,sports,acclaim entertainment,0.87,0.12,0.0,0.02,1.01
2049,championship manager 3,pc,2003.0,sports,eidos interactive,0.0,0.93,0.0,0.08,1.01
2050,guitar hero: warriors of rock,wii,2010.0,misc,activision,0.48,0.44,0.0,0.09,1.01
2051,oshare majo love and berry: ds collection,ds,2006.0,misc,sega,0.0,0.0,1.01,0.0,1.01
2052,monster rancher,ps,1997.0,simulation,tecmo koei,0.12,0.08,0.74,0.07,1.01
2053,the lego movie videogame,ps3,2014.0,action,warner bros. interactive entertainment,0.33,0.48,0.02,0.18,1.01
2054,dirt 2,ps3,2009.0,racing,codemasters,0.27,0.53,0.0,0.2,1.01
2055,rayman legends,ps4,2014.0,platform,ubisoft,0.21,0.61,0.0,0.18,1.01
2056,nerf n-strike elite,wii,2009.0,shooter,electronic arts,0.93,0.0,0.0,0.07,1.0
2057,ford racing 2,ps2,2003.0,racing,empire interactive,0.49,0.38,0.0,0.13,1.0
2058,breath of fire iii,ps,1997.0,role-playing,capcom,0.29,0.19,0.46,0.07,1.0
2059,pes 2009: pro evolution soccer,x360,2008.0,sports,konami digital entertainment,0.13,0.76,0.03,0.09,1.0
2060,dead or alive 2,ps2,2000.0,fighting,tecmo koei,0.3,0.24,0.38,0.08,1.0
2061,1942,nes,1985.0,shooter,capcom,0.65,0.14,0.21,0.0,1.0
2062,excitebike 64,n64,2000.0,racing,nintendo,0.65,0.15,0.19,0.01,1.0
2063,nes open tournament golf,nes,1991.0,sports,nintendo,0.41,0.1,0.47,0.02,1.0
2064,game & watch gallery,gb,1997.0,misc,nintendo,0.63,0.25,0.09,0.03,1.0
2065,jissen pachi-slot hisshouhou: hokuto no ken,ps2,2004.0,misc,sammy corporation,0.0,0.0,1.0,0.0,1.0
2066,soulcalibur ii,xb,2003.0,fighting,namco bandai games,0.78,0.18,0.03,0.0,1.0
2067,haze,ps3,2008.0,shooter,ubisoft,0.49,0.33,0.02,0.15,1.0
2068,ufc undisputed 3,x360,2012.0,action,thq,0.72,0.21,0.0,0.07,1.0
2069,winning eleven: pro evolution soccer 2007 (all region sales),x360,2006.0,sports,konami digital entertainment,0.08,0.9,0.02,0.0,1.0
2070,road & track presents: the need for speed,ps,1995.0,racing,electronic arts,0.56,0.38,0.0,0.07,1.0
2071,nfl gameday 2001,ps,2000.0,sports,sony computer entertainment,0.56,0.38,0.0,0.07,1.0
2072,killzone: mercenary,psv,2013.0,shooter,sony computer entertainment europe,0.25,0.49,0.04,0.22,1.0
2073,nba live 97,ps,1996.0,sports,electronic arts,0.55,0.38,0.0,0.07,1.0
2074,dynasty warriors 3: xtreme legends,ps2,2002.0,action,tecmo koei,0.13,0.1,0.74,0.03,1.0
2075,zoo tycoon ds,ds,2005.0,strategy,thq,0.86,0.04,0.01,0.08,1.0
2076,rocksmith 2014,ps3,2013.0,misc,ubisoft,0.51,0.27,0.05,0.15,1.0
2077,dead space 3,ps3,2013.0,action,electronic arts,0.44,0.38,0.0,0.17,1.0
2078,wheel of fortune,wii,2010.0,misc,thq,0.89,0.04,0.0,0.06,1.0
2079,disney infinity,ps3,2013.0,action,disney interactive studios,0.48,0.35,0.0,0.16,1.0
2080,dark souls,x360,2011.0,role-playing,namco bandai games,0.64,0.28,0.0,0.08,1.0
2081,puzzler collection,ds,2008.0,puzzle,ubisoft,0.17,0.78,0.0,0.04,1.0
2082,jampack winter 2000,ps,2000.0,misc,sony computer entertainment,0.55,0.38,0.0,0.07,1.0
2083,dead space 3,x360,2013.0,action,electronic arts,0.64,0.28,0.0,0.08,0.99
2084,phoenix wright: ace attorney,ds,2005.0,adventure,capcom,0.49,0.07,0.39,0.05,0.99
2085,nfl fever 2002,xb,2000.0,sports,microsoft game studios,0.74,0.21,0.0,0.04,0.99
2086,the simpsons: hit & run,gc,2003.0,racing,vivendi games,0.77,0.2,0.0,0.03,0.99
